"","task","fold","min.val.loss","min.train.loss","min.test.loss","min.val.auc","min.val.step","end.auc","max.auc","max.auc.step","baseline.auc"
"154","P07949.PF17756: (6/12)",3,0.376133561134338,0.498147219419479,0.433069318532944,0.666666666666667,4,0.666666666666667,0.722222222222222,1,0.5
"155","P07949.PF17756: (6/12)",4,0.461772978305817,0.413920611143112,0.415574312210083,0.888888888888889,20,0.888888888888889,0.916666666666667,1,0.5
"156","P04637.PF00870: (38/5)",0,1.01234352588654,1.1298052072525,1.31414246559143,0.61578947368421,20,0.61578947368421,0.642105263157895,9,0.5
"157","P04637.PF00870: (38/5)",1,0.872656583786011,1.17271542549133,1.3595415353775,0.521052631578947,18,0.531578947368421,0.539473684210526,1,0.5
"158","P04637.PF00870: (38/5)",2,1.01942193508148,1.13681840896606,1.21925842761993,0.884210526315789,19,0.884210526315789,0.889473684210526,16,0.5
"159","P04637.PF00870: (38/5)",3,1.16223323345184,1.07680356502533,1.20525109767914,0.657894736842105,20,0.657894736842105,0.694736842105263,9,0.5
"160","P04637.PF00870: (38/5)",4,1.08975422382355,1.12350785732269,1.18577706813812,0.668421052631579,20,0.668421052631579,0.668421052631579,19,0.5
"161","Q09428.PF00005: (10/4)",0,0.959052085876465,1.09957051277161,0.958629488945007,0.65,20,0.65,0.725,4,0.5
"162","Q09428.PF00005: (10/4)",1,0.956342697143555,1.10239040851593,0.959569811820984,0.575,20,0.575,0.775,10,0.5
"163","Q09428.PF00005: (10/4)",2,0.978141605854034,1.09927201271057,1.10862231254578,0.55,16,0.55,0.55,12,0.5
"164","Q09428.PF00005: (10/4)",3,1.0637423992157,1.07345128059387,0.958326876163483,0.9,15,0.9,0.9,1,0.5
"165","Q09428.PF00005: (10/4)",4,0.971767246723175,1.05133903026581,0.950451552867889,0.9,20,0.9,0.925,2,0.5
"166","O00555.PF00520: (10/6)",0,0.759618818759918,0.71080881357193,0.866720914840698,0.55,23,0.55,0.733333333333333,2,0.5
"167","O00555.PF00520: (10/6)",1,0.751077473163605,0.713680982589722,0.85633397102356,0.6,22,0.6,0.633333333333333,6,0.5
