O60293
Q9UMN6
Q8N4P2
P49641
Q9NQX0
Q8IY92
Q86V87
Q92496
Q4V9L6
O94823
O96017
P54802
P04637
P68871
O95229
O14628
Q8NEP3
P04180
A6NDB9
Q9Y399
Q8NCG5
P54764
Q18PE1
P51149
P60201
Q8NEZ3
Q16678
Q9H211
Q6ZQR2
Q8N163
Q09666
Q9P2E2
Q96RS0
P04792
Q9NS82
P08709
A6NHR9
Q9NRH1
Q86TB9
Q68CP9
P20807
P22223
Q9NY46
Q6V0I7
Q8IZJ4
Q5H8C1
O43432
Q15303
Q8N6G6
Q8IXS8
P82912
Q14674
Q13698
P50993
Q9BYG3
Q9BV57
Q8NEY3
Q96KW2
Q96ES6
Q8WY41
Q8NHJ6
P00734
P06858
Q9C029
P05186
P25391
P32004
P28715
Q9H6R4
P31371
Q9HAW4
P40692
O00754
Q9Y6N6
O76082
O60241
P35612
Q68CR1
Q9ULV5
Q8N196
P20273
O15031
P06400
O60663
Q5VUG0
P02533
Q9BXB1
Q9NPP4
Q9GZX3
Q5J8X5
Q5W0V3
O95613
Q15911
A9YTQ3
Q9NRQ2
Q9Y619
Q8N9H8
O75648
Q9C0G0
Q9NQ40
Q9BQI7
P29992
P43007
Q01638
Q8WXD9
O14497
O94955
Q8TD55
Q9GZM7
P27708
O95479
Q9H7Z6
P20908
Q9NVE4
Q8N8X9
Q99424
O15520
Q9NYC9
Q9UKG4
Q5T2D3
O75462
Q5TGY3
P17029
O60243
Q8NGR6
Q9NPI8
Q13224
Q92484
P13797
Q8N1V2
Q9P0L1
O00337
Q9NQ25
Q9UQM7
Q8NH43
Q96QE3
Q9BTA9
P23415
Q8NG08
Q07912
P57723
Q15154
Q14677
Q10571
O60603
Q8N7L0
Q52M93
Q96PL5
Q9H341
Q00604
O43933
O95076
Q7LBC6
O60281
Q96MS0
Q12857
O14610
Q8IZU2
Q9P203
Q14315
Q14767
Q8TDN2
Q14376
Q9UG01
O43175
P36021
P81408
P35573
Q9NR45
Q96AE4
Q86WK6
P42261
Q14587
O95259
Q8IV45
Q658L1
Q9Y2G4
Q8N6F8
Q8NCR0
Q93033
Q8NAC3
P07099
Q2TBA0
P01266
P51688
Q9H867
A1L4H1
Q8TC56
O15303
P08514
Q5T1B0
C9JR72
Q8IXT5
P20929
Q3KNW1
Q8IVF4
Q6ZTQ4
Q9UM07
Q9H115
Q5VZE5
Q8TC44
Q5H9T9
Q8N831
Q8NF91
O95359
Q8NBB2
P21333
P23470
P60709
P49916
O15350
Q8N3F8
P58335
Q96NL6
O75056
Q7Z7M0
Q8NGA6
Q8NBP7
P20020
P61812
P15259
P15153
P09172
Q9P1Y6
P31513
Q9UK12
Q6XUX3
Q96EY1
Q8N201
O15169
Q07699
O00139
Q96L96
Q9P218
Q9UBY8
Q8NGQ1
O95816
O43423
P49821
Q9P2H5
Q9NVC6
Q8WUY3
Q02224
O00255
Q15058
Q92794
Q15904
Q9BXF9
Q9NQZ2
Q8IZP9
P10827
Q14896
Q6ZUX3
P13521
Q9ULE6
Q92817
B7ZAQ6
Q9Y6S9
Q9P0N9
Q5SQN1
Q96Q42
Q07889
Q8TEQ6
Q9NRP7
Q07954
Q86TH1
P35222
P05362
O95197
Q14C87
O43497
P37288
Q9BQN1
P60412
Q2M3C7
O75474
Q8TD26
Q9H9K5
Q14789
Q17RS7
Q8NGY2
Q99456
P48736
Q9H0H0
Q96EX3
P26371
A6NE01
P05023
O60765
Q8N394
Q96DN6
Q9C099
Q9BWV2
Q16827
Q07065
Q15049
P49815
Q16595
P56182
P12110
Q9H1P3
O15357
P19235
Q5VXH5
Q9HCM3
A2CJ06
Q9NRG9
Q9BUR4
Q9NPC6
P16402
Q9UNE0
Q5RHP9
P45379
Q9UKB1
Q709C8
Q92838
Q14586
Q5T601
Q9UPY6
P48775
O75751
Q5T6C5
Q9BV44
Q04771
P05108
P46821
Q6PJG6
Q96JG9
P0C0S8
P12883
P32745
Q7Z333
P18084
P09486
Q8NDX1
Q9Y6R6
Q9HC78
Q9UKG1
O14678
Q8NGJ5
P35227
Q96EY8
P15924
O15537
O14746
P08729
Q6PF04
Q92508
Q6H9L7
O95171
Q9H5Y7
Q5JQS5
Q9Y5I2
Q9H223
Q15746
O43556
Q8NGB4
P35575
P06213
O95622
Q8N3K9
P43699
O95243
Q96BR5
Q8NDX2
O15014
Q6PJG2
Q9NSC5
Q53GL7
Q8TDI8
Q9NXH9
Q8WZA2
P07315
Q14563
Q9NYF0
Q5THK1
O75665
Q96BR6
Q03933
Q9Y5Q3
Q92622
Q9UQD0
Q9NUD9
Q96AX1
Q9H9S5
Q16134
Q8NDP4
O43236
Q8IXL6
P33316
O14802
Q8NF50
Q9HAZ2
Q8NG98
O75603
Q96M89
P40238
O60383
Q8NG06
P04275
P50747
Q8NCM2
Q9UI46
Q99732
Q12830
Q9H251
P26440
Q5JUW0
Q5JVL4
Q05901
Q8TER5
Q9HCZ1
Q9ULL8
Q8N2E2
P40879
Q8TDW4
Q6ZMV8
Q9NWM3
Q04446
Q5SW24
Q53H54
Q02413
Q702N8
Q92521
Q96MP5
P49585
Q8N0Z3
Q9BYU1
Q15831
Q6NXP2
Q6EMB2
Q9BRD0
O43502
F5GYI3
Q99593
Q96KV7
Q96LD4
P04839
P23760
P53007
P13647
P10916
Q9Y618
P46531
P58012
P18074
Q9BTV6
Q9H5V7
Q8WZ19
Q8NGI3
P41159
P10243
Q9ULI3
Q9GZV9
O75019
Q92845
Q9Y223
Q07283
O95714
Q08999
P51812
Q53S58
O95447
Q8TAF8
P22528
P23458
Q9UPQ9
Q14721
P36888
Q96HJ3
Q12866
P32418
O43424
Q9HBA0
Q8NCM8
Q86UP0
Q8NFH8
Q68DA7
Q9BQS2
Q14050
Q12955
P21675
Q8N2U9
O60828
Q02833
Q6ZRI0
A1X283
Q96BD5
P51508
P16144
Q8WYL5
O43186
Q8NI36
Q8NGF1
P10323
Q13144
O00204
Q01668
Q9HD20
Q9Y485
O60494
P34059
P01009
Q16799
Q5M9N0
Q5T197
A6NKB5
Q7Z5V6
Q8N4W9
P54803
Q9Y2I6
Q9H2X9
Q14353
O75144
Q6UWW0
P16885
Q14028
Q969K4
P27169
Q8TDI0
P23769
Q9NX18
Q9UP52
P35558
O00254
Q8WXE0
Q96LB2
Q9HAH1
Q6WRI0
P04049
Q01954
P57081
Q86VM9
Q8TAB3
Q5T8R8
Q96RT8
Q96RD3
P08F94
Q86UK5
Q9NR99
P20930
Q9H2P9
Q6ZUJ8
Q14154
A7KAX9
Q14687
P09001
O95602
Q16842
Q2V2M9
Q5CZC0
Q5HYA8
Q8N554
Q92618
Q03989
Q92908
P47870
Q8WUU5
O60292
Q5K651
Q5T848
P39210
Q96QS3
Q76LX8
Q9NX38
P15313
Q9Y239
Q9H6S3
P18206
P55895
Q96BA8
Q9UBR1
P42336
Q8IYK2
Q13635
P23378
O75800
O75845
P55259
Q14651
Q02846
Q9Y5Y0
A6NNB3
P07949
P09234
P30532
O15197
Q9NTQ9
O14745
Q96PV4
Q9HCJ5
Q8NHQ9
Q3MJ13
Q14839
O60313
Q5T5B0
Q14697
P42771
Q96FL8
O94993
O15068
Q9H628
O43292
P49748
Q92888
Q8NGS1
Q14997
Q15032
Q86UU5
Q9BV35
Q9HB29
Q8WWV3
O75899
Q9Y251
Q9H334
Q99996
O60308
P37108
Q9UN36
O00534
Q96JQ0
Q9HCX3
P04181
O15121
O14672
Q9NZK7
Q9UQP3
O15417
Q6ZNC8
Q14CM0
Q9Y6X9
Q9Y5X2
P36776
Q7Z6L1
Q05823
Q8WWQ8
Q9BZC7
Q96KG9
Q9UNY4
Q2M389
P11940
Q7RTS7
Q5D862
Q5TC63
P00742
Q16584
P51690
Q9ULK6
P07225
Q8TCU4
Q8NFU7
P05165
O60732
P05121
P42773
O43374
Q8NH64
Q9NR82
Q9BQR3
Q5T481
Q6XPR3
O43896
O75643
Q14005
Q02763
Q8TF62
Q5JRA6
P35916
Q9H1B7
O15446
Q8NGV6
Q5VSY0
O60500
Q969H0
P46777
Q9Y2I7
P37837
O43719
P17302
Q9UGP4
Q6UXG3
Q96D31
Q12756
P51530
Q7Z2Q7
O15020
Q96K19
Q8N3X1
P54886
A8MT65
Q96LA5
P04264
Q96KJ9
Q13349
Q8TCC3
P02790
Q15762
Q6AZZ1
Q6ZUT6
O15072
Q8NEG7
Q9NUR3
P28300
P15382
Q6P3R8
P17050
Q8WWT9
Q9UMX1
P07741
Q15020
P35318
Q9ULV1
O14529
Q08830
Q9BYR3
P11217
Q6NV75
O00170
Q9UHL4
Q5TGY1
Q8TBN0
Q96CN5
O43525
P38606
P22897
P22033
Q9H4W6
Q6VVX0
Q9BX69
P07202
Q96HR8
O95405
Q8N6M6
Q05193
Q8NGX3
P05067
P37231
P56693
P57740
Q69YN4
C9JE40
P55795
Q8IX01
Q9UBM7
Q96PN6
Q15643
Q8TEQ8
P31997
Q9H3H5
Q5JRC9
Q15111
P04003
Q9Y5Y6
Q9NWF4
Q96LB0
Q4G163
P05166
Q8NGK5
Q9Y6Q1
Q9NR71
Q8WXH0
Q06710
P46019
Q9H293
P43681
B2RTY4
Q13291
Q8IXQ9
O60266
Q9NRM1
Q68EM7
Q9BWW8
P55771
Q9H2M9
P01308
Q96K83
P39877
Q5JTZ5
P07359
Q9NRA2
A2RU67
Q9UHX3
O95433
Q8NG85
Q8TAQ2
Q6P0N0
Q9UQ90
Q9P273
Q14774
Q14641
P13489
Q8IYY4
Q9P0V3
Q8NCS7
Q9Y5R6
Q5SQS8
Q04695
Q9Y5G8
Q96JP9
Q5IJ48
P09105
P0C672
Q92626
Q6Q759
Q14643
P51648
P46527
Q9Y6Q6
Q12860
P16066
P22105
Q99758
Q96JY0
O60741
Q66K14
Q8IZN3
P36551
Q13591
P11498
Q96C23
C9J202
P57087
O75564
Q8NCC5
Q92889
Q9BZD2
Q01814
Q8WWZ8
O95199
O95343
Q6ZU15
O60721
Q68CZ1
Q15269
P28845
P25963
Q8N7A1
Q15323
A0AVK6
A6NFA1
Q6ZN28
Q9Y283
P17661
P07101
P51795
P08047
Q10713
P55884
Q9HB63
P01298
Q13137
Q9Y330
P10071
P78509
P00519
Q16637
Q96RY7
Q92959
Q5W186
Q9UK17
B1AJZ9
Q9NWN3
Q6Q788
Q96L93
P17098
A6NH21
O15528
A8MXD5
O95661
O95407
O15230
Q96EP0
Q9H078
Q9ULM0
Q9UGP8
Q9NPJ1
Q9Y2H9
P11055
P08779
O14907
Q9BXL8
Q96MN2
P57678
O14640
Q9HCS7
Q14690
Q9UGM6
Q9H1I8
P26374
O60809
Q9HBW9
Q53F19
Q96DR7
P08238
P46063
Q9NQ11
O75683
Q7Z2Z1
Q9NYM4
Q8NB14
P51801
P11245
Q6IV72
Q9BPX1
P14138
P43080
Q9P2S6
O43869
Q8NGF6
Q9BZZ2
Q9BTZ2
Q7Z3K3
Q5QGT7
Q96S66
Q9NQS1
Q86XK2
Q5T2W1
P11161
P01111
P49959
Q86UQ4
O43379
P47895
P0C7V6
Q9HBJ7
Q8N7X0
Q9BYR4
P13631
Q9NZP0
O60477
Q9Y566
Q6NSJ5
Q92905
P23327
Q9GZM6
Q9NX02
P23258
Q8NGG3
P54840
O14832
Q8TF21
Q2KJY2
P41218
Q96S38
P55287
Q5TCS8
P04746
O60522
Q9UMS0
O75881
Q9C0D2
P49286
O95931
P49335
Q15825
O75718
Q9Y2R0
Q96CV9
P16234
Q03468
P21580
Q9UQK1
Q9UFE4
P23786
Q9UHC9
Q9BXL5
Q86YN6
Q9NYV8
Q9UKN7
Q9H2Y9
P25940
Q7Z7A1
Q9BYW2
Q7Z5Q5
Q96NG5
O96009
P19526
P18054
Q8NET8
O14753
P09683
P21217
Q8IWK6
Q8IXK2
Q96FA7
Q96P20
Q8NGC7
Q8NGI8
P59817
Q9UBR2
Q15569
Q8IV33
P35346
P53671
O95452
Q6N022
O43296
Q96M32
Q8N6C5
Q8NGN5
Q99697
P0CG23
Q9BZJ6
Q6ZVD8
Q9Y6Y1
P16070
Q9HCK8
P16499
Q8N2C3
P30536
P11912
P15848
P00492
O75712
Q9ULK0
Q5W0Q7
P10809
Q99466
Q66K79
P28328
Q13813
O96033
P21953
P51828
P14854
Q96J65
Q8IYG6
Q9UNE7
Q08462
Q8WWY8
Q96B36
Q9C0A6
A6NFU8
Q96PC2
A2RUS2
O00270
P28749
P51810
Q68DV7
Q9Y6X2
P15144
Q9Y5S2
Q9NVP4
Q96HP8
Q15147
Q8TD19
Q96LJ8
O75962
Q6ZT98
O60667
Q8WXG9
Q9P1V8
Q6PGP7
P52888
O60269
P40189
Q9BWU1
Q9Y4F9
Q9Y6H3
P16219
Q5F1R6
P57071
P50897
P38398
Q0VF96
Q9NP85
Q9Y2G7
Q12873
O60673
Q6ZU52
Q5SXM8
Q6ISB3
O76021
Q96C12
Q9NPD5
Q8NHH1
Q14585
Q9UJ55
Q8NB90
P30953
Q9Y6H8
A6PVS8
Q9UHD9
Q5VTJ3
P17174
Q8N465
O14773
Q0D2K2
P12081
Q6ZRF8
Q96G42
P08572
O15018
A5PLK6
Q96RW7
Q4VCS5
P15515
Q96G30
P04424
Q8NC74
P55072
O60662
Q6ZN32
Q6BEB4
Q9BVA1
Q9H3V2
Q9HCK5
O75443
O15439
Q9H816
Q9UPY3
Q96PN7
P35408
Q9NQC3
O75388
Q7Z7M1
Q96J92
Q9NW15
P13645
Q9UQ35
Q9UEW3
Q5VU65
Q6P995
P19113
Q8NI60
Q9ULK5
P48449
Q49AM1
Q96DR5
Q9UI40
P05549
P16389
Q9C093
Q9Y6K1
Q16281
Q8WYN3
P82663
O15496
Q96JM3
P82987
P13686
Q7Z7G8
P43119
Q08AH1
Q8IVS8
Q9UL12
Q9UPP2
P28329
Q9NS39
Q8NGY0
Q13428
Q9GZK7
P13224
P35442
Q8NAP8
P01024
P15863
Q9BYV1
Q9H1K4
P60014
Q9NYW1
Q13477
Q6ZVZ8
Q9Y5F3
O75445
Q9BXM7
Q6ZMT9
O75792
Q5W0B1
P57060
P03951
Q8NDM7
Q9NWU1
Q8NGB8
Q5T7B8
P12821
P53675
Q8IW19
Q6P2Q9
O95428
Q13127
P13611
Q2WGJ6
Q9BW27
Q9Y2A4
O00159
Q8NGS3
P30531
P61018
Q9GZP7
Q92628
Q16854
O00295
Q7L8C5
P42126
Q9UBY0
Q9Y3M9
P53708
Q9P0J7
O15550
Q8N5Z5
O95817
P0DP24
Q9UGL1
Q01082
Q9NQG1
Q9NZR1
Q15256
P42345
Q9Y5E6
Q92993
Q9UIK4
Q01968
P41227
Q9BX97
O43683
P58170
P18858
O75342
Q8IYM0
Q96FM1
Q3SX64
P56696
P01160
P02786
Q16787
O75691
Q14CN2
O60303
Q9UMZ2
O00541
Q9UKX3
Q8TAD8
Q9UGU5
P02730
Q9ULJ7
Q96RQ9
P43146
Q8NGX2
Q9P0K1
O60271
Q96QD5
Q9BQF6
Q96JZ2
Q12988
Q4ZHG4
P35251
P02679
Q9HCC0
P49221
Q96I23
Q53F39
P78386
O60503
Q8NGS7
Q9Y5P1
A6NDL8
O76039
Q96M91
Q86UN3
Q96MM3
P0DJR0
P49619
O00294
Q9BUQ8
Q14678
Q6ZSI9
Q9H0M4
Q8NBN7
P78508
Q07021
Q32M78
Q9NZM4
P0C8F1
Q99959
Q14112
Q8NGK1
Q13422
Q9BZR6
Q8NGK6
Q9UL58
Q8TF46
P15884
J3QRG6
Q9HAT2
Q99572
Q6P1Q0
Q5W064
P19099
Q9BW92
Q92769
Q9NQ75
Q6ZVL6
Q9UHG0
O94985
Q9P2K1
Q8NFV4
P53804
Q99538
Q9Y696
P15822
Q53FZ2
Q9NSI6
Q7Z3Z3
Q9UGY1
Q8IZF3
Q6NUK1
Q9BVG9
Q13487
Q9ULQ1
P15538
P78559
Q96LW9
Q2YD98
O95238
Q9C0A1
Q9BY76
Q8WWY3
Q8NET4
P98160
Q9Y450
O75452
Q9BY42
Q8WY36
Q8TF27
O96013
Q96S07
Q9H7R0
Q96A29
O60882
Q6HA08
Q15788
P35590
A6NML5
P51843
Q9H7P9
Q969K3
Q6NUI6
O75030
Q07837
O15034
Q9P0M2
Q9H7U1
Q92954
Q8IZY2
Q12948
Q9H0M5
Q8WVQ1
P08254
O95672
Q9NS87
Q8NGP6
Q9NUQ6
P12035
Q587J7
Q9H488
Q86SS6
Q9Y3N9
B2RU33
Q92824
Q9H9P8
O76003
O95373
O60294
Q9UBB9
Q3MJ62
Q14CX5
P59910
Q5SXM2
Q96RQ3
P59047
Q9H792
O75838
Q9BSG5
Q9BZ67
P51532
Q8NH83
O95395
Q13505
P32019
P78382
Q9BQA5
Q9Y5Z9
Q9Y6R7
E2RYF6
P00488
P02748
Q6P093
Q9NWZ8
Q6ZNQ3
Q86VP3
P41247
P30968
Q6ZP65
P12273
P12259
P08195
Q2NKJ3
P78367
Q9GZY1
Q9NYF5
Q6IA69
Q6UVJ0
Q96GX1
O15344
P01116
Q3ZCM7
O95932
Q96M86
P22309
Q13342
Q9HB40
P39059
Q9NPC4
Q12913
Q9NVV9
O60706
Q9ULZ2
Q8IZF0
Q5T9A4
P23368
Q8TF72
Q2PZI1
Q9Y2U8
O95859
Q9H244
P35568
P78316
Q9HAY6
A4D1T9
Q9NS98
Q8IYB8
O75943
Q9Y4E8
P14555
P07196
P05129
Q9BXA7
Q9Y5F1
P35557
Q9Y2W2
Q9Y463
P51788
Q14390
O43491
Q9H6T3
P06133
Q96MM6
Q9H2S5
P49810
O00463
Q9BQB6
Q9H9Y4
Q5JU85
O94810
Q9NWW5
Q96ST3
Q02246
Q8IZT6
O14788
Q2M3X9
Q8NGH5
O95221
P20813
Q86WI3
Q9Y5P6
Q9BXL6
Q5JWF2
Q9ULD6
Q7Z412
Q86VR8
Q9NTG1
P43652
P78527
Q9H8M5
Q8NHS3
Q8TE58
O94777
O94983
Q9Y334
Q86VQ0
P15918
Q9UBK2
Q86WI1
Q8IWD4
P48995
Q16099
Q16378
Q6PJP8
P42263
Q9Y3A5
Q02383
Q5T2S8
Q99798
Q68DC2
Q7Z5J8
Q8TEA7
Q86XP0
Q16666
O60779
O75593
Q9BQS8
Q8IVW8
Q9NZB2
P14868
O00238
O76036
Q9ULV8
O60486
A8K7I4
Q53GL0
Q9BTW9
P38435
Q6PJW8
Q13023
P0C7N8
P26367
Q5TBB1
Q9Y2R9
Q86SR1
Q9NY93
A6NMT0
O95267
O75461
P51587
Q99795
